Responses,contexts,faithfulness Score
???? ????? ???? ????????,"??? ????? ????? ?? ??? ????? ???? ?????? ?????? ????????? ??????? ??????? ?????????.
???? ??????? ??? ?????? ?????? ???? ????? ??????? ??? ???? ??? ???? ??????? ?????? ??????? ????? ?? ??? ???? ?????? ????? ??? ?? ??? ???? ???????? ??? ??? ???? ?????? ???????? ??? ????? ???? ????? ???????? ???? ??????? ???? ???????? ??? ??? ??????? ??? ?????? ???? ?? ??? ??????? ??????? ?? ?????? ??????? ??? ???? ?????? ????????? ????????? ?? ????? ???????.
???? ?????? ?? ????? ???? ?? ???? ?????? ??????? ????? ?? ????? ?????? ???? ?????? ??? ??????? ??????? ??? ???? ?? ??????? ???? ?? ??? ??????? ??????? ?? ???? ??? ??? ??? ??? ????? ??? ???? ??? ?? ??? ?? ?????.[12]
 ??? ?????? ???? ??????? ????? ??????? ?????????? ????? ??? ??? ????? ?? ??? ????? ??????? ??????? ????????? ???????. ???? ????? ?????? ?? ??????? ??? ???????? ??? ??? ????? ???? ??????? ???? ??? ???? ?????? ???????? ?? ???? ????? ????? ??? ???? ??? ????? ????? ??????? ???????? ?????? ?????? ?? ?????????? ???? ????? ???? ????? ??????? ??? ??????? ?? ?????? ????? ???????? ??????? ??????? ???? ?? ????? ??? ?????? ???????? ?? ????? ????? ???? ???? ?????? ????????.
??? ?? ??????? ??? ???? ??? ????? ???????? ???????? ??????? ???? ????? ?????? ?? ????? ??? ????? ?????? ?????? ?????? ??????? ?????? ??????? ??? ????? ?????? ???????.
?? ??????? ????? ????? ???????? ???????? ?? ???? ????? ???? ?????? ????????? ???? ?????? ????? ????? ??????? ??? ?????? ????? ??????? ???? ???????? ???????? ????????? ??? ??????? ?????? ?????? ????? ?? ???? ",100
????? ???? ???????? ??????? ????? ?????? ???????????,"??????? ??? ?? ?? ?????? ???? ??? ?? ?????? ??? ?? ???? ??????? ?????? ??? ????? ????? ??????? ?? ???? ??? ????? ??????? ?????????? ????????? ????.
??? ?? ??????? ??? ????? ??? ?????? ????????? ????? ??? ??? ?????? ?????? ?????.
???????? ??? ?? ??????? ??? ?????? ?????? ???? ?? ????? ?????? ???? ????? ???? ???????? ??? ??? ??? ????? ??? ??????? ???? ????? ?? ??????????? ?????? ????????? ?? ?????? ?? ??????? ???????? ????????? ???????????? ??? ??? ??????? ??? ?????? ?????? ???? ?????? ???? ???????? ?????? ????? ?????? ??????? ??????? ????????? ??????????? ???????? ??? ?????? ?????????.[12]
 ????? ??????? ????? ??????? ???? ????? ?????? ???? ????? ???? ????????[14] ???? ?????? ????????? ?????? 18% ?? ????????? ?????? ????? ??? ?? ??? ?????? ??????? ????? ????? ????? ??? ?????? ????? ???? ?????? ?????? ?????? ???? ???????. ???? ???? ???? ???? ????? ?????? ???? ??? ??? ?? ????? ????? ???????? ??? ??? ????? ???? ??????? ??? ?????? ?? ???? ????? ?????? ?? ??????? ??? ??? ?? ??? ??? ???? ?????? ???????? ?????? ???? ???? ??? ??????? ???? ???? ??? ?????? ???????? ????? ????? ??????? ??????? ???????? ????? ??????? ???? ??? ?????? ?? ???? ???????? ??? ?? ???? ?????? ?? ????? ????? ?? ???? ??????? ??? ???? ?????? ??? ???? ???????? ???? ???? ????? ???? ???? ???? ??? ?????? ?? ????? ????????. ???? ??????? ????? ??? ?????? ???????? ?? ??? ?????? ???????? ????? ???? ???? ??????? ????? ???? ???????? ?????? ?? ???? ??? 1900??[12] ??? ???? ??????? ??? ?????? ?????? ?? ???? ????? ????? 320 ??? ?",100
??????,"??? ???????? ????? ??? ????? ?????? ??? ???? ???????? ???? ???? ????? ??? ????? ????? ???????[15] ?????? ?????? ????????? ????? ??? ??????? ?? ??????? ?????? ???? ????? ?????? ???????? ??? ???? ????? ???????? ???? ????? ????? ???? ?? ?? ??? ????[14] ???? ???? ???????? ???????? ?? ??? ??????? ????? ????? ??? ?????? ?? ??????? ????????? ?? ??????? ??? ??? ??????? ???? ????????? ?????????? ?????? ?????? ??????? ????????? ??????? ????? ?????? ??? ??? ???? ??????? ??? ?????? ??????? ?? ???????? ?? ????? ????? ??????? ??? ???? ?????? ????????? ??? ????? ????????? ?? ???? ????? ????? ??????? ?????? ?? ????? ?????? ??????? ????? ???? ????????[12] ?????? ??? ?? ?? ???? ?? ??????? ??? ???? ?????? ??????? 10% ?? ?????? ????? ?????? ?? ??? ??????? ?? ????? ?????[15] ??? ?? ?????? ?? ???? ?????? ????? ??? ???? ??? ?????????[14] ??? ??? ?? ???? ???? ??????? ????? ??? ????? ??????? ??? ??????? ????.[12] ??? ???????? ????? ???? ?????? ????? ???? ???????.[15]
 ????? ??????? ????????? ?????? ?????? ?????? ?? ????? ?? ???? ?????? ?? 1 ???? 1900?? ??? ????? ????? ?? ?? ?????? ??? ???? ????? ?? 1 ?????? 1900? ?? ???????? ????? ????? ????? ?????? ??????? ???????? ????? ??????? ??? ?????? ?????? ??? ??? ?????? ?????????.[16][17]
 ???? ???? ???? ?????? ??????? ?????? ????? ?????? ????? «?????? ????»? ??? ??? ??? ?????? ????? ??????? ??????? ???? ???? ??? ?????????? ???????? ??? ?????? ?? ???????? ???????? ??? ??????? ????? ?? ????? ???????? ??????? ??????? ????????. ?????? ??? ???????? ?? ???? ?????",100
1908,"? ???? ???? ??? ???? ???? ????? ??? ?????? ?? ????? ????????? ???????? ??? ???? ??????? ?? ????? ??????? ????? ??? ?? ??? ????? ?????? ???????? ??? ???????? ???? ??? ??? ?????? ?????????? ?? ?? ?????? ????? ??? ????????[18] ??? ??? ????? ?????? ????? ??? ???? ???? ???????? ??? ???? ????? ????? ?????? ?? ???? ???? ?????.[1] ??? ?????? ??????? ?????? ????? ???? ???? ????? ?? ???????? ???? ?? ??????? ??? ?????? ??? ????????? ?? ?????? ???????? ??? ??? ?? ?????? ??????.[16]
??? ?? ???? ?????? ??? ????? ??? 1903?? ??? ?? ??? ???? ??? 1904?? ??? 1 ?????? 1905? ?? ????? ??????? ?????? ?? ?? ???? ??????? ??????? ???? ????? ?????? ??? ???? ????? ???? ?????? ????????.
 ?? 1 ?????? 1906? ??? ???? ??? ????? ????? ??? ?? ??? ??? ??????? ??????? ?? 31 ????? 1908?? ??? ???? ?? ??? ?????? ??? ???? ????? ???? ???? ???? ?? ????? ??????? ?? ???? ???? ??? ??????? ??????? ???? ??? ??? ??????? ???? ??? ???????? ??? ??? ???????? ??? ??? ????? ???? ?????? ??? ????? ???? ???????? ??????? ?? ???? ??????? ????? ??????.[16] ?? ??? ????? ?????? ????? ?? ???????[18] ???? ??? ????? ????? ??? ?? ????? ????? 1050 ???? ??? ??? ??? ?? ???? ?????? 1464 ??????? ??? ?????? ??????? ???? ?? ?????? ???? ?????? ????? ??? ???? ?????? ???? ????? ???? ????????? ??????? ??????? ????????? ??? ??? ?????? ??? ?? ??? ??? ?? ?????????? ??????? ??? ??? ??????.[19] ??? ????? ?????? ??????? ?????? ?? ??????? ??????? ??? ??? ???? 1900 ??????? ?? ??? 1918?.[16]
 ???? ????? ??????? ?????? ?? ???????? ??? ?? ?????? ??? ??????? ???? ",100
????? ??????? ????? ?????,"?? ?? ????? ???? ???? ???????? ?? ???? ????? ?????? ?? ?????? ????? ???????? ??? ??? ??? ????????? ?????? ?? ????? ???? ?? ?? ?????? ?? ????? ?????? ???? ???? ?? ??????? ????? ???????? ?????.
???? ???? ???? ????? ?????? ??? ???? ????? ????? ??? ?? ??? ?????? ?? ?? ?? ?????? ?????? ????????? ???? ?? ????? ????? ?????? ??? ??? ????.
???? ???? ????? ????? ?????? ????????? ???? ???? ?????? ????? ?? ???? ????? ????? ?????? ???????? ????? ?? ???????? ??? ?? ???? ?? ???? ??? ???? ??????? ???? ????? ??? ??? ????? ???? ???????. ??? ??????? ?????? ??????? ??? ?? ????? ??? ??????? ????? ?? ??????? ??? ????? ???????? ???? ???????.[1]
 
??? ??????? ??? ?????? ?????? ???? ??????? ?? ??????? ?????[????? ?????]:  ??? ??????? ?? ???? ??????? ????? ?? ?????? ??? ?? ??? ???? ?? ????? ?? 20 ??????? ??????? ??????? ?????? ??? ?? ???? ??? ??? ????? ???? ????? ????? ???? ???? ?? ?????? ???? ???? ????? ?????? ?? ???? ????? ?? ???? ????? ???????? ???? ????????? ??????? ???????? ??????? ??? ??? ?? ?? ???? ???? ??? ?? ???? ???? ??????.[18]
 ?? ???? ????? ???? ???? ?????? ?? ???? ???? ????? ???? ?????? ???? ??? ?????? ?? ??????? ??????? ?????????? ????? ???? ???? ????? ???? ??? ??? ????? ???? ??? ???? ??? ???? ???? ???? ???? ??? ???? ?????? ???????? ????????? ?????? ????? ????????? ???? ????? ?????? ??????? ???????? ???????? ?????? ???????? ??? ?????? ????????.
????? ???? ???? ????? ??? ???????? ???????? ??????? ?????? ??????? ????? ????? ????????? ??? ????? ?? ?????? ?? ??? ??? ???? ????? ???? ??? ????",100
????? ???," ???????? ??? ??? ??? ????? ???? ??????? ?? ???? ??? ???? ????? ??? ???? ??? ????? ???????? ??????.[20] ??? ???? ??????? ?? ???? ???? ??? ???? ???? ???? ???? ??? ?????? ???????? ????? ????? ?????? ????? ????????.[21]
 ????? ???? ???? ?? ???? ???? ???? ????? ?? ?????? ?? ??????? ??????? ?? ?? ?????? ???? ????? ??????[22] ????????? ??????? ??? ???????? ???????? ?????? ????????[21] ?? ?? ??? ???? ??? ???? ????? ???? ????? ??? ??? ??? ???? ????? ?????? ???????[22] ?????? ?????? ??? ???? ???? ?????? ???????? ??? ???? ??? ?????? ??????? ??? ??? ????? ???? ??? ???? ??????? ??????? ???? ????? ???????? ???????? ??? ???? ??? ?????? ???????? ?????? ??? ???? ???? ??? ??? ???? ???????? ??? ??????? ????? ??????? ??? ??? ????? ?? ?????? ?????? ??? ????? ????????? ??????? ?????????.[22]
 ???? ??? ???? ?? ????? ??? ???? ??? ?????? ??????? ????? ???? ???? ???????? ????? ???? ????? ????? ????? ?????? ?????? ?? ??????? ?????? ??????? ????????? ?????? ??????? ????????? ??? ???? ?????? ??? ??? ?????.[18][30]
?? ???? ?????? ??????? ????? ??????? ??????? ?????? ?????? ???? ??? ????? ??? ??? ???? ???????? ??? ???? ????? ???? ???? ?????? ?????[31] ??? ?? ???? ??? ??? ??? ???? ?????? ?????? ???? ???? ????? ??? ????? ??? 143 ? ?????? ??? ????? ??????.[32]
???????? ??? ?????? ???? ??? ?? ???????? ?? ?????? ??? ?????? ???? ??? ???? ???? ?????? 60 ??????? ??? ???? ??? ??????? ??? ????? ????? ??? ???? ???? ????? ?????? ??? ???? ????? ?????? ???????? ???? ?????? ??? ????????? ????? ?? ?????? ??? ????? ????? ",100
132,"?????? ?????? ?? ???? ????? ????? ?? ???????[32] ??? ???? ??? ??? ?????? ?? ????? ???????? ??? «??????» ?? «???????» ????? ???????[33] ?????? ?? ???? ????? ??????? ?? ??? ??????? ???????.[34]
 ?? ????? ????? ???? ?? ??? ?????? ?? ???????? ???????? ???????? ?? ??? ??? ????? ?? ?????? ????? ??????? ??? «??????? ???????????» ?«????? ??????» ?«?????? ???? ????????? ??????»? ??? ??? ???? ???? 132 ????? ?1700 ??????[7] ??? ???? ???? ??? ?? ???????? ????? ??? ??????? ???? ???? ???? ????? ?????? ?????? ?? ???? ????? ??? ????? ????????? ????? ????? ?? ??? ?????? ?? ????? ?? ??????? ??? 1898?.[35] ?????? ??? ????? ?????? ???? ??? ?????? ??? ?????? ?? ???? ???? ??? ???? ??? ???????? ???????? ???? ????? ?? ????? ????? ????.
 ???? ?????? ???????? ?????? ?? ??? ?? ??? ?????? ???????? ?? ????????? ?????? ???? ???? ?????? ??? ???? ?????:
 ???? ?????? ?? ??? 1904 - 1905? ?? ??? ???? ???? ?? ???? ????? ????? ?? ?? ??? ??????? ?? ???????? ??? ??????? ?????. ???? ????? ??? ?????? ??? ??? ???? ?????? ?????? ????? ??????? ??? ?? ????? ?? ?????? ????? ??? ?? ???? ?????? ??? ????? ????? ?? ?????? ??? 1905? ?? ??? ???? ????????? ?????? ???????? ?? ????????.
 ???? ???? ???? ????? ?????? ?????? ????? ????? ?? ??? ??? ??? ????. ?? ??? ????? ???? ??????? ???????? ?? ???? ?? ???? ?????? ???????? ???????? ????? ????? ?? ?? ?????? ???? ??????? ???? ??? ???? ????? ????? ??? ???? ?????? ???????? ??? ??? ???? ????? ????? ???? ?????? ?? ??? «?????».[36]
 ????? ?????? ?????? ???????? ?? ?????? ?? ??? 1906 - 1907",0
?? ????? ????? ?? ???? Kräuselschnecken ??????? ????? ???????? ??? ?? ??? ?????? ?????? ?? ???? ??? ?????? ??????? ???????.,"?? ??? ?? ????? ???? ??????? ????? ???????? ?????????? ????? ????? ?????? ???? ?????? ??? ?? ??????? ???? ????? ????? ??? ???? ?????? ??????? ?? ????? ??? ???????? ??? ???????? ??? ?????? ?? ??? ???????? ?? ??????? ?????? ???????? ??? ????????.
??? ???? ???? ???? ??? ?????? ?? ????????? ??? ??? ???? ?????? ???? ??? ????? ????? ???? ???? ??? ????? ?????? ?????? ???????? ???? ????? ?? ???? ????? ?????? ????? «?????» ??? ????? ?? ?????? ??? ?? ????? ?? ???????? ??????? ????? ????? ???????? ???????? ??? ????????. ??? ???? ???? ??? ???????? ?? ??? «?????» ???? ????? ?? ????? ?????? ????? ???????. ?????? ?? ???? ?????? ???? ???????? ???? ????? ?????? ??? ???? ??? ????? ??????.[36]
 ???? ???? ??????? ?????? ?????? ?? ??????? ?????? ???????? ??? ???? ????? ?? ?????? ??????? ?? ?????? ???? ??? 1906?. ?? ????? ??????? ?????? ??? ???? ????? ?? ?????? ?? ??????? ??? ?? ????? ??????? ????? ?????? ?????? ?? ??? ???? ???? ?? ????? ??????. ?????? ?????? ?????? ??? 18 ?????? ?? ??????? ???? ???? ????? ????? ????? ??? ?????? ??????? ????? ??? 36 ?????? ?? ??????? ???? ???? ??? ?????. ?? ????? ???? ?????? ??????? ?????? ?? ??????. ??? ?????? ???? ????? ???? ?????.
?????? ???? ??? ???? ??? ?? ????? 16 ???? ?????? ??? ?? ???????? ????? ?? ????? ?????? ?????? ???? ?????? ??????? ???????? ??? ???? ?? ????? ????? ????.
??? ??????? ???? ?? ??????? ?????? ???? ???? ???? ????? ?????? ??? ???? ??????? ?????? ???? ???? ??? ???? ????? ???? 39 ??????? ??? ?? ??????? ?????? ??????? ???? ???? ???? ??? ????? ",100
22 ???? ????? ?? ??? 1326 ?????? ??????? ???? 1908 ????????,"???? ???? 60 ??????? ??? ?? ??? ???? ????? ??????.
??? ??????? ?? ??? ????? ????? ????? ??? ?? ?????? ???? ????? ???????. ??? ?? ???????? ???????? ??????? ????? ?? ????? ????? ???????? ??????? ???? ???????? ??????.
???? ?????? ??????? ????? ????? ?????? ????? ??? ????? ?? ???? ????? ????? ?? ??????? ?? ???? ???? ????? ????? ?? ?????.
?????? ??? ??? ?? ?? ??? ????? ????? ???? ?? ???? ??? ????? ??????? ?? ??????? ????? ?????? ??? ???? ??????? ???? ???? ????? ???.[36]
 ??? ??? ???? ??? ???? ??????? ??????? ?????? ?? ???? ?? 22 ??? 1326 ?? ??????? 23 ????? 1908?? ??? ?? ??? ??????? ???? ???? ???? ???.[1][21] ??? ?????? ?? ???? ?????? ?????? ???? ??????? ?????? ?????? ??????? ????????? ????? ??????? ??? ?????? ?????? ??? ??? ?????? ????????? ???? ??? ?? 1 ?????? 1908?? ??? ?? ???????? ??? ????? ???????? ????? ???? ???????? ?? ???? ??????? ???? ???? ????? ???? ????????? [???????] ??? ???? ????? ???? ????? «??????»? ???? ?? ???????? ??? ???? ????? ???? ?????? 1 ??????? ?? ?????? ??????.[28][29] ??? ?? «???? ?? ???? ??????» ???? ?? ???? ?? ??? ???? ??????? ??????? ?????? ??????? ??? ???? ????? ?? ???????? ??? ????? ??? ???? ???????? ????? ?????????.[16]
 ?????? ?????? ??? ???? ?????? ????? ??????? ??????? ????????? ???? ????[2] ??? ??? ????? ?????? ?????? ?????? ???? ?? ??? ????????? ???? ????? ??? ?? ???????? ??????? ?????? ????? ???????? ??? ???? ?? ???????? ?????? ??? ??? ?? ???????? ????? ?????? ?? ??????? ???????? ???? ???? ??? ??????? ????? ??? ??? ????? ??? ???? ?????? ?????? ",100
??? ?????? ?????????? ?????? ?????? ???? ?????? ????????? ???? ???????,"???? ????? ????? ?????? ????? ?????.[28] ??? ????? ??? ?? ??????? ??????? ?????? ?????? ?????? ?????? ?????? ???????? ?????????.[2]
 ??? ????? ?? ???? ?????? ???? ?????? ???? ?? ????????? ??? ?? ??? ???????? ??? ???????? ????? ??????? ??????? ??????? ???????? ??? ????? ??? ??? ?? ??? ?? ??????? ??? ?????? ??????? ??? ??????? ???????.[16] ??? ???? ??? ??? ?????? ????????? ??? ??? ????? 30,000 ??? ??? ?????? ??? 1330 ?? ???????? ???? 1912?? ???? ????? ????? ?? ????? ???? ????? ???? ????? ?? ???? ??? ??????? ??????? ???????? ??? ?? ??? ??? 300,000 ??? ??? ?????? ??? 1332 ?? ???????? ???? 1914?.[1]
 ??? ??? ???? ??????? ?? ??????? ?????? ???????? ?? ??? ???????? ????????? ?? ??? ??????? ???????? ???? ?????? ?? ????? ??? ????? ???? ??????? ??? ??????? ???????? ??? ????? ???? ???? ?????? ????? ????????.
???? ????? ?????? ???????? ????? ????? ?????? ??????? ??? ???? ???? ????? ??? ??? ?? ??? ?????? ??????? ???? ??? ????? ??? ?????? ????? ????? ?????? ??????? ????? ?????? ?? ?????? ??????? ????.[12]
 ???? ???? ??????? ??? ?????? ??? ?????? ??? ??? ???? ??????? ?? ???? ??? ??????? ??????? ???? ???? ???? ??? ????? ?? ?????? ????? ???? ?????? ??????? ?????? ?? ??????. ??? ?????? ??????? ?????? ??? 72 ???? ???? ??? ?? ???? ?????? ?????? ????? ???? ???? ???? ?????? ??????? ?? ??????? ????? ???? ????? ????????.
 ??? ??? ???? ???????? ?? ?????? ???????? ??????????? ?????? ????? ????? ??????? ??? ?????? ????? ????? ???? ???? ????? ?????? ?????? ?????? ????? ??? ???? ????? ?? ??????? ??? ????",100
1336,"??? ??????? ??? ???? ??????? ??????? ??????? ???? ??????? ??? ????? ???? ?? ??? ???????? ??? ????? ??? ???? ????????.[2]
 ????? ??? ???? ??? ?? ????? ????? ???? ????? ???????? ?????? ??? ????? ??? ????? ????. ???? ??? ????? ??? ??????? ?? ??? 13 ????? ?????? 1336 ?? ??? ???? ????? «105 ? ?» ??????? ??????? «????? ??? ??????? ??????»? ?????? ???? ??? ??????? ??? ????? ???? ????? ?? ??? ?????? ????? ??? ?????? ??????? «????? ?????» ???? ?? ??? ???? ????? ?? ??? ?????.[38]
 ??? ??????? ??? ?????? ?????? ?????? ?????? ????? ???????? ???? ??????? ???????? ??? ??????? ?????????? ??? ??? ??? ???? ????? ???????? ?? ?????? ????????? ??? ???? ??????? ????? ?????? ??? ????? ???????? ???? ????? ????? ???????? ???? ??????? ?????????.
 ??????? ?? ???? ?????? ??????? ?????? ??? ?????? ????? ???????? ?????? ??????? ?????? ????? ???????????? ??? ???? ??? ????? ???? ????? ????? ?????? ???????? ??? ?????? ??????? ????????? ???????????.[39] ???? ??? ?? ?????? ?? ???? ?? ???? ?????? ??? ?? ?? ??????? ??????? ??? ????? ??? ????? ????? ??? ???? ????? ?????? ?? ????? ???? ???????.[40]
 ??????? ??? ???? ????? ???? ???? ??? ????? ?????? ??? ?? ?????? ????????? ??? ????? ????? ????? ??? ???? ???? ??? ????? ????? ??? 1914? ??? ?? ????? ?? ??? ????? ??????? ?? ??? ?????. ??? ??????? ???? ?? ????? ??? ???? ???? ??? ??? ??????[41][42] ??? ??????? ???? ?????? ?? ??????? ???????? ??? ????? ????? ???????? ???????[43] ??? ??? ??? ???? ????? ?? ?????? ??? ?? ???? ?????? ?? 15 ????? 1940?? ??? ???? ??? ???? ??? ",0
1916,"??????? ??????.[44]
 ??????? ?? ????? ???????? ?????? ??????? ?? ?????? ?????? ?? ????? ???????? ?????????? ???? ?????? ??????? ?????? ??????? ??????????? ?? 10 ????? 1916?[45] ??????? ??????? ??? ????? ????? ???????? ??? ?? ??? ??????????? ????? ???? ?? ??? ??????? «???? ???» ?????? ?????? ????? ?? ???????? ????????? ?? ?????? ??? ?? ?????? ???? ???? (??? ????? ????? ??????? ???????). ???? ?????? ???? ??????? ????? ?????? ??????? ??? ???:
 ????? ????? ??? ??????? ?????? ?????? ????? ?????? ???????? ?????????? ?? ????? ????? ???? ???? ??????? ??????? ???? ???? ??? ????? ????? ???? ?? ???? ??????? ???????.[46] ???? ????????? ??? ?? ?????? ??????? ???????? ?? ?????? ??? ????? 5,000 ?????[47] ???? ??? ????? ???? ????? ??? ?????? ???????? ????? ?????? ???? ???? ????? ??????? ?? ??? ???????? ??????? ?????? ?????? ?????? ????? ?????? ????? ?????? ??? ????? ????? ????? ?????.
 ????? ???? ???????? ?? ????????? ?? ????? ??????? ???? ???? ??????? ???? - ??????? ??? ??? ???? ?? ??? ?? ???????? ?????? ??????? ????? ??????? ?? ?????? ????????? ?? ??? ???????? ?????? ??? ?????? ???????? ????? ???? ??? ???? ????? ??? ??? ????? ????????? ???? ?? ??????? ???? ???? ?? ??????? ????????? ???? ????? ????? ?????? ?????? ?????? ?????? ???? ????? ?????? ????????? ??? ?? ????? ????? ????? ???????. ??? ?????? ?? ??? ????????? ????? ????? ??? ???? ????? ????? ????? ??? ???????? ???? ??????? ??? ??????? ??????? ??? ???? ?????? ????????? ?? ????? ??? ???? ??? 1916?? ??? ????? ????????? ?????????? ???????",100
????? ?????? ?? ?????? ???? ???? ??????? ??????? ???????? ??????? ???????,"?? ??? ???? ????? ????? ?? ??????? ???????? (1915) ??? ?? ???? ??????? ???????? ?? ?????? ??? ?????? ?????.[48]
 ??? ??? ????????? ?????? ??? ?? ????? ???????? ????? ?? ?????? ???????? ??????? ?? 23 ?????? 1917? ??? ?????? ?????? ???????? ??? ?????? ??? ???? ?????????? ?? ????? ????? ???????? ???????.[49] ??? ????? ??? ???? ???? ?? 12 ?????? 1917? ???????? ??????? ?????? ???? ??????? ??? ???? ??????? ?????? ???? ??? ??? ?????? - ????. ??? ?? ??????? ?????????? ?? ???? ?? ????? ?????? ???? ?? ??? ??? ?????????? ??????? ??? ?????? ??? ????? ????????? ???? ?????? ???? ??? ???? ???? ?? ???? ??????? ?????????? ????????.[49]
 ??? ???? ????? ????? ?? ??? ?????? ?????????? ????????? ??? ????? ???? ?????? ??????? ?? ????? ??? ????? ???? ??? ???? ??? ???? ??????? ????? ???????? ??? ??????? ??????? ????? ?????? ???? ?? ?? ??? ??? ????????? ??????? ?????. ???? ????? ???? ????????? ????????? ??? ????? ????? ??????? ???????? ?????? ????? ?????????? ???? ??????? ???? ??? ??? ????? ??? ??????? ?? ???? ??????.[50]
 ???? ?????? ?? ??? ????? ???????? ?????? ????????? ?????????? ?? ??????? ???? ??????? ?? ??? ????? ?? ???? ?? ??? ????? ???? ??? ???? ?? ???????? ???? ???? ???? ????? ?????? ??? ??? ???????? ?????????? ??? ?????? ???? ???? ???? ?? ?????? ???? ??? ????? ???????? ??????? ??? ?? ????? ??? ?? ????? ?? ???? ?????? ??????? ?????? ??????? ?? ??????[50] ?? ??? ??? ?? ???????? ?????????? ????? ???? ??? ??? ????? ?? ??? ??????.[51][52]
 ??? ?? ???? ????? ?? ???? ?????? ????? ?????? ???? ????",100
?????,"? ????? ?? ??????? ??? 1924?? ????? ?? ??? ?????? ?????? ???? ??? ?? ??????? ????? ???? ????? ??? ??????? ??? ?? ???????? ???????? «????? ????» ??? 1925?. ?????? ????? ??????? ????? ????? ????? ??? ???? ??? ????????? ????? ????? ?? ?????? ??? 1955? ??? ???? ?? ????? ??????? ?????????? ???? ??????? ?? ??????? ????? ????? ???? ??????? ???????? ??? ??? ????? ?????? ???? ???? ???? ??????? ?? ????? ????????? ??????? ??????? ???? ??? ??????? ??? 1966?.[53][54] ?? ??? 1978? ?? ??????? ??? ????? ?????? ??? ????? ?? ???? ???? ???? ?????? ????? ?????? ???? ???????? ????? ??????? ???????? ??? ?? ???? ??? ???? ?? ???? ?? ????? ?????? ?????? ????? ?????? ?? ??????? ??? ??????? ??? ???? ???? ??? ??? «???? ????? ????? ???? ??????? ???????» ??? ?????? ?? ??? ????? ?????? ???????.[53] ??? ?? ????? ????? ?????? ????? ?????? ??? ?????? ?????? ????????? ?????? ?? 17 ????? 2008? ?????? ???? ????? ???? ???? ???? ????? ??????.[54][55]
 ???? ????? ??? ????????? ?????? «???????? ?????? ???? ??????? ???????» ?? ????? ??? 1963? ??? «??????? ?????? ???? ??????? ???????» ??????? ??????? ??? ???? ?????? ????? ???? ?????? ???????? ??? ??? ??????? ??????? ???? ??????.[53] ??? ?????? ??????? ??????? ?????? ???? ??????? ??????? ?? ??????? ???????? ?? ????? ??? ???? ?????? ???? 336 ??? ????? ?? ???? ???? ???? ???? ?????? ????? ??? ???? ??????? ??? ?????? ?????????? ????? ???? ?? ??? ???? ????? ??? ?????? ????????.[21]
??? ???? ??? ????? ??? ?? ??????? ?????? ????? ?? ????????.[56]
 ??????? ?????? ????? ???? ??",100
